city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Riverdale Park,Riverdale Park,CA,California,6099,Stanislaus,6099,Stanislaus,37.6028,-121.0425,1067,283,polygon,FALSE,FALSE,America/Los_Angeles,3,95358,1840113147
Tulelake,Tulelake,CA,California,6093,Siskiyou,6093,Siskiyou,41.9533,-121.4753,994,936,polygon,FALSE,TRUE,America/Los_Angeles,3,96134,1840107150
Las Flores,Las Flores,CA,California,6059,Orange,6059,Orange,33.5838,-117.6235,5665,985,polygon,FALSE,FALSE,America/Los_Angeles,3,92688,1840112588
Biola,Biola,CA,California,6019,Fresno,6019,Fresno,36.8006,-120.0199,1390,1010,polygon,FALSE,FALSE,America/Los_Angeles,3,93606 93630 93723,1840111898
Los Ranchos,Los Ranchos,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.2102,-120.6291,1658,226,polygon,FALSE,TRUE,America/Los_Angeles,3,93401 93408 93409,1840114585
San Mateo,San Mateo,CA,California,6081,San Mateo,6081,San Mateo,37.5522,-122.3122,104748,3322,polygon,FALSE,TRUE,America/Los_Angeles,2,94404 94401 94402 94403 94497,1840106965
Livermore,Livermore,CA,California,6001,Alameda,6001,Alameda,37.6861,-121.7608,91030,1290,polygon,FALSE,TRUE,America/Los_Angeles,3,94550 94551,1840011416
Diablo Grande,Diablo Grande,CA,California,6099,Stanislaus,6099,Stanislaus,37.4006,-121.2699,885,66,polygon,FALSE,TRUE,America/Los_Angeles,3,95363,1840114515
Idyllwild-Pine Cove,Idyllwild-Pine Cove,CA,California,6065,Riverside,6065,Riverside,33.7443,-116.7257,2590,72,polygon,FALSE,TRUE,America/Los_Angeles,3,92561 92549,1840112436
Morongo Valley,Morongo Valley,CA,California,6071,San Bernardino,6071,San Bernardino,34.0724,-116.5627,3231,49,polygon,FALSE,FALSE,America/Los_Angeles,3,92256,1840112859
Thornton,Thornton,CA,California,6077,San Joaquin,6077,San Joaquin,38.231,-121.4249,934,169,polygon,FALSE,FALSE,America/Los_Angeles,3,95632 95686,1840117598
San Diego,San Diego,CA,California,6073,San Diego,6073,San Diego,32.8312,-117.1225,3210314,1683,polygon,FALSE,TRUE,America/Los_Angeles,1,92109 92108 92103 92111 92154 92110 92115 92140 92107 92106 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,1840107761
Bermuda Dunes,Bermuda Dunes,CA,California,6065,Riverside,6065,Riverside,33.7435,-116.2874,7243,949,polygon,FALSE,FALSE,America/Los_Angeles,3,92203,1840111880
Copperopolis,Copperopolis,CA,California,6009,Calaveras,6009,Calaveras,37.9365,-120.6277,4214,78,polygon,FALSE,FALSE,America/Los_Angeles,3,95228,1840111721
La Crescenta-Montrose,La Crescenta-Montrose,CA,California,6037,Los Angeles,6037,Los Angeles,34.2323,-118.2353,19658,2214,polygon,FALSE,TRUE,America/Los_Angeles,2,91214 91020 91021 91224,1840112517
Pine Canyon,Pine Canyon,CA,California,6053,Monterey,6053,Monterey,36.1757,-121.1498,1995,230,polygon,FALSE,TRUE,America/Los_Angeles,3,93930,1840114632
Brookdale,Brookdale,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.1058,-122.1106,2490,249,polygon,FALSE,FALSE,America/Los_Angeles,3,95007 95006 95005,1840114471
Signal Hill,Signal Hill,CA,California,6037,Los Angeles,6037,Los Angeles,33.8029,-118.1681,11622,2048,polygon,FALSE,TRUE,America/Los_Angeles,2,90755,1840107793
Stirling City,Stirling City,CA,California,6007,Butte,6007,Butte,39.9064,-121.5361,201,65,polygon,FALSE,FALSE,America/Los_Angeles,3,95954,1840117285
Loma Rica,Loma Rica,CA,California,6115,Yuba,6115,Yuba,39.3204,-121.4038,3111,64,polygon,FALSE,FALSE,America/Los_Angeles,3,95901,1840112159
Tamalpais-Homestead Valley,Tamalpais-Homestead Valley,CA,California,6041,Marin,6041,Marin,37.8793,-122.5382,10853,894,polygon,FALSE,TRUE,America/Los_Angeles,3,94941,1840113546
Tuttle,Tuttle,CA,California,6047,Merced,6047,Merced,37.2965,-120.3789,63,13,polygon,FALSE,FALSE,America/Los_Angeles,3,95340 95341,1840114687
West Park,West Park,CA,California,6019,Fresno,6019,Fresno,36.7055,-119.8516,755,162,polygon,FALSE,FALSE,America/Los_Angeles,3,93706 93773,1840117602
Pleasanton,Pleasanton,CA,California,6001,Alameda,6001,Alameda,37.6663,-121.8805,83007,1327,polygon,FALSE,TRUE,America/Los_Angeles,3,94566 94588,1840011439
March ARB,March ARB,CA,California,6065,Riverside,6065,Riverside,33.8888,-117.2777,1065,34,polygon,TRUE,TRUE,America/Los_Angeles,3,92518,1840112209
Big Lagoon,Big Lagoon,CA,California,6023,Humboldt,6023,Humboldt,41.1592,-124.1303,113,72,polygon,FALSE,FALSE,America/Los_Angeles,3,95570,1840117187
Muscoy,Muscoy,CA,California,6071,San Bernardino,6071,San Bernardino,34.1548,-117.3482,12968,1584,polygon,FALSE,FALSE,America/Los_Angeles,3,92407,1840112881
West Covina,West Covina,CA,California,6037,Los Angeles,6037,Los Angeles,34.0555,-117.9112,107598,2589,polygon,FALSE,TRUE,America/Los_Angeles,2,91792 91791 91790 91793,1840105772
Bellflower,Bellflower,CA,California,6037,Los Angeles,6037,Los Angeles,33.888,-118.1271,77772,4907,polygon,FALSE,TRUE,America/Los_Angeles,2,90706 90707,1840105675
Allensworth,Allensworth,CA,California,6107,Tulare,6107,Tulare,35.8499,-119.3892,513,63,polygon,FALSE,FALSE,America/Los_Angeles,3,93219,1840116477
Lemon Hill,Lemon Hill,CA,California,6067,Sacramento,6067,Sacramento,38.5172,-121.4573,14182,3348,polygon,FALSE,TRUE,America/Los_Angeles,2,95824,1840114575
Fort Dick,Fort Dick,CA,California,6015,Del Norte,6015,Del Norte,41.8663,-124.1526,588,70,polygon,FALSE,FALSE,America/Los_Angeles,3,95531,1840010633
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino,6071,San Bernardino,34.1248,-117.5666,177452,1707,polygon,FALSE,TRUE,America/Los_Angeles,2,91730 91701 91739 91737 91729,1840107945
Rio del Mar,Rio del Mar,CA,California,6087,Santa Cruz,6087,Santa Cruz,36.9608,-121.8808,9621,1238,polygon,FALSE,FALSE,America/Los_Angeles,3,95003,1840113137
Agoura Hills,Agoura Hills,CA,California,6037,Los Angeles,6037,Los Angeles,34.151,-118.7608,20692,1024,polygon,FALSE,TRUE,America/Los_Angeles,3,91301 91376,1840108270
St. Helena,St. Helena,CA,California,6055,Napa,6055,Napa,38.5063,-122.4682,7168,482,polygon,FALSE,TRUE,America/Los_Angeles,3,94574,1840011447
Dorris,Dorris,CA,California,6093,Siskiyou,6093,Siskiyou,41.9643,-121.9208,907,498,polygon,FALSE,TRUE,America/Los_Angeles,3,96058 96023,1840011392
Lenwood,Lenwood,CA,California,6071,San Bernardino,6071,San Bernardino,34.8861,-117.1078,4255,789,polygon,FALSE,FALSE,America/Los_Angeles,3,92311,1840112609
Garberville,Garberville,CA,California,6023,Humboldt,6023,Humboldt,40.1003,-123.7948,979,141,polygon,FALSE,FALSE,America/Los_Angeles,3,95542,1840010635
Carmichael,Carmichael,CA,California,6067,Sacramento,6067,Sacramento,38.6337,-121.323,65091,1868,polygon,FALSE,FALSE,America/Los_Angeles,3,95841 95628 95608 95609,1840112011
Richvale,Richvale,CA,California,6007,Butte,6007,Butte,39.4937,-121.7507,153,63,polygon,FALSE,FALSE,America/Los_Angeles,3,95965,1840117283
New Cuyama,New Cuyama,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.9421,-119.6806,556,304,polygon,FALSE,FALSE,America/Los_Angeles,3,93254,1840114609
Tomales,Tomales,CA,California,6041,Marin,6041,Marin,38.247,-122.9054,260,302,polygon,FALSE,FALSE,America/Los_Angeles,3,94971,1840113279
Anza,Anza,CA,California,6065,Riverside,6065,Riverside,33.5679,-116.6967,3284,45,polygon,FALSE,FALSE,America/Los_Angeles,3,92539,1840114456
Rodriguez Camp,Rodriguez Camp,CA,California,6107,Tulare,6107,Tulare,35.809,-119.1388,86,126,polygon,FALSE,TRUE,America/Los_Angeles,3,93261,1840116502
Ballard,Ballard,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.634,-120.1156,449,146,polygon,FALSE,FALSE,America/Los_Angeles,3,93463,1840114458
Jacumba,Jacumba,CA,California,6073,San Diego,6073,San Diego,32.6278,-116.1827,176,11,polygon,FALSE,FALSE,America/Los_Angeles,3,91934,1840114560
Westley,Westley,CA,California,6099,Stanislaus,6099,Stanislaus,37.5444,-121.2035,779,832,polygon,FALSE,FALSE,America/Los_Angeles,3,95363 95387,1840113412
Romoland,Romoland,CA,California,6065,Riverside,6065,Riverside,33.7648,-117.1572,2081,303,polygon,FALSE,FALSE,America/Los_Angeles,3,92585,1840113163
Santa Ana,Santa Ana,CA,California,6059,Orange,6059,Orange,33.7366,-117.8819,334136,4715,polygon,FALSE,TRUE,America/Los_Angeles,2,92703 92701 92705 92704 92707 92706 92702 92712 92735 92799,1840105759
Sunol,Sunol,CA,California,6001,Alameda,6001,Alameda,37.5894,-121.8854,967,13,polygon,FALSE,FALSE,America/Los_Angeles,3,94586,1840113527
Lancaster,Lancaster,CA,California,6037,Los Angeles,6037,Los Angeles,34.6934,-118.1753,349218,656,polygon,FALSE,TRUE,America/Los_Angeles,2,93535 93534 93536 93539 93584,1840105726
Moorpark,Moorpark,CA,California,6111,Ventura,6111,Ventura,34.2855,-118.877,36802,1129,polygon,FALSE,TRUE,America/Los_Angeles,3,93021 93020,1840105735
Graeagle,Graeagle,CA,California,6063,Plumas,6063,Plumas,39.7572,-120.6486,713,24,polygon,FALSE,FALSE,America/Los_Angeles,3,96103,1840112340
Descanso,Descanso,CA,California,6073,San Diego,6073,San Diego,32.8696,-116.6279,1592,32,polygon,FALSE,FALSE,America/Los_Angeles,3,91916,1840114512
Isleton,Isleton,CA,California,6067,Sacramento,6067,Sacramento,38.1617,-121.6051,845,742,polygon,FALSE,TRUE,America/Los_Angeles,3,95641,1840011410
Orange Cove,Orange Cove,CA,California,6019,Fresno,6019,Fresno,36.6211,-119.3188,10339,2069,polygon,FALSE,TRUE,America/Los_Angeles,2,93646,1840011431
Pollock Pines,Pollock Pines,CA,California,6017,El Dorado,6017,El Dorado,38.7564,-120.5904,7269,354,polygon,FALSE,FALSE,America/Los_Angeles,3,95726 95709,1840113055
Macdoel,Macdoel,CA,California,6093,Siskiyou,6093,Siskiyou,41.8256,-122.0058,91,237,polygon,FALSE,FALSE,America/Los_Angeles,3,96058,1840112191
Vernon,Vernon,CA,California,6037,Los Angeles,6037,Los Angeles,34.0019,-118.2106,113,8,polygon,FALSE,TRUE,America/Los_Angeles,3,90058,1840107879
West Sacramento,West Sacramento,CA,California,6113,Yolo,6113,Yolo,38.5557,-121.5504,53512,962,polygon,FALSE,TRUE,America/Los_Angeles,3,95605 95691 95798 95799 95899,1840107196
San Geronimo,San Geronimo,CA,California,6041,Marin,6041,Marin,38.0067,-122.6634,444,113,polygon,FALSE,FALSE,America/Los_Angeles,3,94963,1840113211
Parlier,Parlier,CA,California,6019,Fresno,6019,Fresno,36.6085,-119.5435,15245,2453,polygon,FALSE,TRUE,America/Los_Angeles,2,93648,1840106852
Long Barn,Long Barn,CA,California,6109,Tuolumne,6109,Tuolumne,38.0957,-120.1285,48,6,polygon,FALSE,FALSE,America/Los_Angeles,3,95335,1840114581
Calexico,Calexico,CA,California,6025,Imperial,6025,Imperial,32.6849,-115.4944,40351,1804,polygon,FALSE,TRUE,America/Tijuana,3,92231 92232,1840105680
Fairhaven,Fairhaven,CA,California,6023,Humboldt,6023,Humboldt,40.7885,-124.2013,171,101,polygon,FALSE,FALSE,America/Los_Angeles,3,95564,1840105892
Compton,Compton,CA,California,6037,Los Angeles,6037,Los Angeles,33.893,-118.2275,97612,3758,polygon,FALSE,TRUE,America/Los_Angeles,2,90220 90221 90222 90223,1840105688
San Andreas,San Andreas,CA,California,6009,Calaveras,6009,Calaveras,38.1912,-120.6763,3241,149,polygon,FALSE,FALSE,America/Los_Angeles,3,95249,1840113204
Courtland,Courtland,CA,California,6067,Sacramento,6067,Sacramento,38.3329,-121.557,500,107,polygon,FALSE,FALSE,America/Los_Angeles,3,95615,1840114505
Herlong,Herlong,CA,California,6035,Lassen,6035,Lassen,40.1419,-120.1399,1440,341,polygon,TRUE,TRUE,America/Los_Angeles,3,96113,1840114555
Desert Edge,Desert Edge,CA,California,6065,Riverside,6065,Riverside,33.9223,-116.4401,3156,537,polygon,FALSE,FALSE,America/Los_Angeles,3,92241,1840114514
Chester,Chester,CA,California,6063,Plumas,6063,Plumas,40.3017,-121.2339,2274,120,polygon,FALSE,FALSE,America/Los_Angeles,3,96020,1840112063
Fort Bragg,Fort Bragg,CA,California,6045,Mendocino,6045,Mendocino,39.44,-123.8013,10403,973,polygon,FALSE,TRUE,America/Los_Angeles,3,95437,1840105901
Bootjack,Bootjack,CA,California,6043,Mariposa,6043,Mariposa,37.4672,-119.8887,839,46,polygon,FALSE,FALSE,America/Los_Angeles,3,95338,1840111932
Wheatland,Wheatland,CA,California,6115,Yuba,6115,Yuba,39.0287,-121.39,3818,182,polygon,FALSE,TRUE,America/Los_Angeles,3,95692,1840105661
Chino,Chino,CA,California,6071,San Bernardino,6071,San Bernardino,33.9836,-117.6654,89797,1169,polygon,FALSE,TRUE,America/Los_Angeles,3,91710 91708,1840107352
Valley Ranch,Valley Ranch,CA,California,6063,Plumas,6063,Plumas,39.7403,-120.565,10,3,polygon,FALSE,FALSE,America/Los_Angeles,3,96106,1840113340
Valley Center,Valley Center,CA,California,6073,San Diego,6073,San Diego,33.2331,-117.0158,9842,138,polygon,FALSE,FALSE,America/Los_Angeles,3,92082,1840113339
Prunedale,Prunedale,CA,California,6053,Monterey,6053,Monterey,36.8064,-121.6555,20928,175,polygon,FALSE,FALSE,America/Los_Angeles,3,95076 95004 93907,1840113073
Taft Heights,Taft Heights,CA,California,6029,Kern,6029,Kern,35.1337,-119.4711,2721,3550,polygon,FALSE,FALSE,America/Los_Angeles,2,93268,1840113539
Twain,Twain,CA,California,6063,Plumas,6063,Plumas,40.0355,-121.0404,41,2,polygon,FALSE,FALSE,America/Los_Angeles,3,95984,1840113314
Grizzly Flats,Grizzly Flats,CA,California,6017,El Dorado,6017,El Dorado,38.6357,-120.5354,954,55,polygon,FALSE,TRUE,America/Los_Angeles,3,95636,1840117545
Junction City,Junction City,CA,California,6105,Trinity,6105,Trinity,40.7274,-123.0615,668,9,polygon,FALSE,FALSE,America/Los_Angeles,3,96048,1840114563
Victorville,Victorville,CA,California,6071,San Bernardino,6071,San Bernardino,34.5277,-117.3536,346948,642,polygon,FALSE,TRUE,America/Los_Angeles,2,92394 92395 92392 92393,1840105769
Taft Mosswood,Taft Mosswood,CA,California,6077,San Joaquin,6077,San Joaquin,37.914,-121.2831,1064,869,polygon,FALSE,TRUE,America/Los_Angeles,3,95206,1840113540
Cedarville,Cedarville,CA,California,6049,Modoc,6049,Modoc,41.528,-120.1748,289,20,polygon,FALSE,FALSE,America/Los_Angeles,3,96104,1840114491
West Goshen,West Goshen,CA,California,6107,Tulare,6107,Tulare,36.349,-119.4516,618,202,polygon,FALSE,TRUE,America/Los_Angeles,3,93291,1840117299
Onyx,Onyx,CA,California,6029,Kern,6029,Kern,35.6839,-118.2102,621,20,polygon,FALSE,FALSE,America/Los_Angeles,3,93255,1840112968
Downieville,Downieville,CA,California,6091,Sierra,6091,Sierra,39.57,-120.8213,90,10,polygon,FALSE,FALSE,America/Los_Angeles,3,95936,1840114520
Rolling Hills,Rolling Hills,CA,California,6037,Los Angeles,6037,Los Angeles,33.76,-118.3471,1882,242,polygon,FALSE,TRUE,America/Los_Angeles,3,90274,1840107742
Mesa Verde,Mesa Verde,CA,California,6065,Riverside,6065,Riverside,33.5957,-114.7317,644,57,polygon,FALSE,FALSE,America/Los_Angeles,3,92225,1840114599
Sheridan,Sheridan,CA,California,6061,Placer,6061,Placer,38.969,-121.356,1337,19,polygon,FALSE,FALSE,America/Los_Angeles,3,95681 95648,1840114656
Hickman,Hickman,CA,California,6099,Stanislaus,6099,Stanislaus,37.6227,-120.7532,513,254,polygon,FALSE,FALSE,America/Los_Angeles,3,95323,1840112402
Mission Canyon,Mission Canyon,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.4534,-119.7125,2651,678,polygon,FALSE,FALSE,America/Los_Angeles,3,93105,1840112832
Running Springs,Running Springs,CA,California,6071,San Bernardino,6071,San Bernardino,34.2104,-117.1147,4427,406,polygon,FALSE,FALSE,America/Los_Angeles,3,92382,1840113182
Davenport,Davenport,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.0176,-122.1882,292,39,polygon,FALSE,FALSE,America/Los_Angeles,3,95017,1840114511
La Honda,La Honda,CA,California,6081,San Mateo,6081,San Mateo,37.3182,-122.2651,574,52,polygon,FALSE,FALSE,America/Los_Angeles,3,94020,1840117553
Posey,Posey,CA,California,6107,Tulare,6107,Tulare,35.8038,-118.6786,5,5,polygon,FALSE,FALSE,America/Los_Angeles,3,93260,1840116500
Jamul,Jamul,CA,California,6073,San Diego,6073,San Diego,32.7184,-116.8709,5895,135,polygon,FALSE,FALSE,America/Los_Angeles,3,91978 91935 92022,1840112458
Ladera Heights,Ladera Heights,CA,California,6037,Los Angeles,6037,Los Angeles,33.9972,-118.374,7081,921,polygon,FALSE,FALSE,America/Los_Angeles,3,90008 90230 90056,1840112535
Searles Valley,Searles Valley,CA,California,6071,San Bernardino,6071,San Bernardino,35.7701,-117.3967,1592,58,polygon,FALSE,FALSE,America/Los_Angeles,3,93562,1840113249
Kingsburg,Kingsburg,CA,California,6019,Fresno,6019,Fresno,36.5242,-119.5608,12002,1301,polygon,FALSE,TRUE,America/Los_Angeles,3,93631,1840011411
Leona Valley,Leona Valley,CA,California,6037,Los Angeles,6037,Los Angeles,34.6147,-118.299,1615,33,polygon,FALSE,FALSE,America/Los_Angeles,3,93551,1840114576
Oakville,Oakville,CA,California,6055,Napa,6055,Napa,38.4384,-122.4067,178,50,polygon,FALSE,FALSE,America/Los_Angeles,3,94558,1840114621
Elmira,Elmira,CA,California,6095,Solano,6095,Solano,38.3523,-121.9077,247,179,polygon,FALSE,FALSE,America/Los_Angeles,3,95625 95687,1840112117
Auburn Lake Trails,Auburn Lake Trails,CA,California,6017,El Dorado,6017,El Dorado,38.8917,-120.9849,3632,110,polygon,FALSE,FALSE,America/Los_Angeles,3,95614,1840114502
Lake Almanor Peninsula,Lake Almanor Peninsula,CA,California,6063,Plumas,6063,Plumas,40.2812,-121.1345,360,45,polygon,FALSE,FALSE,America/Los_Angeles,3,96137,1840112542
Eldridge,Eldridge,CA,California,6097,Sonoma,6097,Sonoma,38.3339,-122.5065,1487,880,polygon,FALSE,FALSE,America/Los_Angeles,3,95476 95442,1840112111
Shoshone,Shoshone,CA,California,6027,Inyo,6027,Inyo,35.951,-116.3056,8,0,polygon,FALSE,FALSE,America/Los_Angeles,3,92384,1840112731
Coachella,Coachella,CA,California,6065,Riverside,6065,Riverside,33.6905,-116.143,45443,583,polygon,FALSE,TRUE,America/Los_Angeles,3,92236,1840105685
Toro Canyon,Toro Canyon,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.4235,-119.5568,1602,172,polygon,FALSE,FALSE,America/Los_Angeles,3,93013 93108,1840113285
Greenview,Greenview,CA,California,6093,Siskiyou,6093,Siskiyou,41.5471,-122.9185,175,52,polygon,FALSE,FALSE,America/Los_Angeles,3,96037,1840112361
Villa Park,Villa Park,CA,California,6059,Orange,6059,Orange,33.818,-117.8103,5895,1094,polygon,FALSE,TRUE,America/Los_Angeles,3,92861,1840107882
Campo,Campo,CA,California,6073,San Diego,6073,San Diego,32.6394,-116.4745,2971,48,polygon,FALSE,FALSE,America/Los_Angeles,3,91906,1840114482
Morgan Hill,Morgan Hill,CA,California,6085,Santa Clara,6085,Santa Clara,37.1324,-121.641,45037,1361,polygon,FALSE,TRUE,America/Los_Angeles,3,95037,1840106774
Imperial Beach,Imperial Beach,CA,California,6073,San Diego,6073,San Diego,32.5689,-117.1184,27418,2462,polygon,FALSE,TRUE,America/Los_Angeles,2,92154 91932 91933,1840107500
Norco,Norco,CA,California,6065,Riverside,6065,Riverside,33.9253,-117.55,26761,750,polygon,FALSE,TRUE,America/Los_Angeles,3,92860,1840105779
Riverdale,Riverdale,CA,California,6019,Fresno,6019,Fresno,36.4304,-119.867,4095,402,polygon,FALSE,FALSE,America/Los_Angeles,3,93656,1840113146
Los Altos,Los Altos,CA,California,6085,Santa Clara,6085,Santa Clara,37.3685,-122.0966,30743,1831,polygon,FALSE,TRUE,America/Los_Angeles,3,94022 94024 94023,1840107037
Rolling Hills Estates,Rolling Hills Estates,CA,California,6037,Los Angeles,6037,Los Angeles,33.7783,-118.3508,8226,889,polygon,FALSE,TRUE,America/Los_Angeles,3,90274,1840107743
Middletown,Middletown,CA,California,6033,Lake,6033,Lake,38.7519,-122.6221,627,131,polygon,FALSE,FALSE,America/Los_Angeles,3,95461,1840112818
Sun Village,Sun Village,CA,California,6037,Los Angeles,6037,Los Angeles,34.5596,-117.9559,12794,457,polygon,FALSE,TRUE,America/Los_Angeles,3,93591 93543,1840114675
Pismo Beach,Pismo Beach,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.1492,-120.6506,8237,883,polygon,FALSE,TRUE,America/Los_Angeles,3,93449 93448,1840105749
Campbell,Campbell,CA,California,6085,Santa Clara,6085,Santa Clara,37.2801,-121.9538,41544,2637,polygon,FALSE,TRUE,America/Los_Angeles,2,95008 95009 95011,1840011383
Fountain Valley,Fountain Valley,CA,California,6059,Orange,6059,Orange,33.7105,-117.9514,56313,2396,polygon,FALSE,TRUE,America/Los_Angeles,2,92708 92728,1840105708
Trona,Trona,CA,California,6027,Inyo,6027,Inyo,35.815,-117.3449,49,2,polygon,FALSE,TRUE,America/Los_Angeles,3,93592,1840114685
Keeler,Keeler,CA,California,6027,Inyo,6027,Inyo,36.4846,-117.872,10,2,polygon,FALSE,FALSE,America/Los_Angeles,3,93530 93545,1840112485
Carmel Valley Village,Carmel Valley Village,CA,California,6053,Monterey,6053,Monterey,36.4824,-121.7198,4011,81,polygon,FALSE,FALSE,America/Los_Angeles,3,93924 93922,1840112010
El Centro,El Centro,CA,California,6025,Imperial,6025,Imperial,32.7867,-115.5586,112145,1488,polygon,FALSE,TRUE,America/Los_Angeles,2,92243 92244,1840106116
Torrance,Torrance,CA,California,6037,Los Angeles,6037,Los Angeles,33.8346,-118.3417,146758,2767,polygon,FALSE,TRUE,America/Los_Angeles,2,90277 90501 90503 90505 90504 90507 90508 90509 90510,1840105766
